,Time_of_Incident,Time_of_report,Incident,Location,year,month,month_year
26,2016-02-12 23:47:00,2017-03-03,Injured/Sick Person,Elkton Hall,2017,3,2017-03
27,2016-02-13 02:00:00,2017-03-03,Injured/Sick Person,Ellicott Hall,2017,3,2017-03
28,2016-02-13 22:25:00,2017-03-03,Noise Violation,Denton Hall,2017,3,2017-03
29,2016-02-14 00:50:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
30,2016-02-14 01:35:00,2017-03-03,Noise Violation,South Campus Commons,2017,3,2017-03
31,2016-02-15 00:15:00,2017-03-03,Noise Violation,South Campus Commons,2017,3,2017-03
32,2016-02-15 01:03:00,2017-03-03,Noise Violation,Ellicott Hall,2017,3,2017-03
33,2016-02-16 12:15:00,2017-03-03,Theft,South Campus Commons,2017,3,2017-03
34,2016-02-17 13:50:00,2017-03-03,Disorderly Conduct,Tydings Hall,2017,3,2017-03
35,2016-02-18 19:50:00,2017-03-03,Alcohol Violation,Leonardtown Apts,2017,3,2017-03
36,2016-02-20 01:10:00,2017-03-03,Injured/Sick Person,Elkton Hall,2017,3,2017-03
37,2016-02-20 03:20:00,2017-03-03,Vandalism,Elkton Hall,2017,3,2017-03
38,2016-02-20 22:30:00,2017-03-03,Noise Violation,Prince Frederick Hall,2017,3,2017-03
39,2016-02-21 11:00:00,2017-03-03,Theft,Somerset Hall,2017,3,2017-03
40,2016-02-21 23:30:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
41,2016-02-22 19:20:00,2017-03-03,Vandalism,Denton Hall,2017,3,2017-03
42,2016-02-24 00:18:00,2017-03-03,Noise Violation,Elkton Hall,2017,3,2017-03
43,2016-02-25 21:00:00,2017-03-03,Theft,Elkton Hall,2017,3,2017-03
44,2016-02-26 00:04:00,2017-03-03,Vandalism,South Campus Commons,2017,3,2017-03
45,2016-02-27 00:15:00,2017-03-03,Alcohol Violation,Somerset Hall,2017,3,2017-03
46,2016-02-27 00:35:00,2017-03-03,Noise Violation,Kent Hall,2017,3,2017-03
47,2016-02-27 20:40:00,2017-03-03,Injured/Sick Person,South Campus Commons,2017,3,2017-03
48,2016-02-27 22:00:00,2017-03-03,Vandalism,South Campus Commons,2017,3,2017-03
49,2016-02-28 02:35:00,2017-03-03,Injured/Sick Person,South Campus Commons,2017,3,2017-03
50,2016-02-28 16:00:00,2017-03-03,Harassment,South Hill Community,2017,3,2017-03
52,2016-03-01 00:00:00,2016-12-20,Rape,Metzerott Road,2016,12,2016-12
53,2016-03-02 01:00:00,2017-03-03,Noise Violation,South Campus Commons,2017,3,2017-03
54,2016-03-04 00:30:00,2017-03-03,Alcohol Violation,Ellicott Hall,2017,3,2017-03
55,2016-03-04 02:15:00,2017-03-03,Injured/Sick Person,Ellicott Hall,2017,3,2017-03
56,2016-03-05 01:15:00,2017-03-03,Alcohol Violation,Hagerstown Hall,2017,3,2017-03
57,2016-03-05 16:30:00,2017-03-03,Theft,Dorchester Hall,2017,3,2017-03
58,2016-03-05 22:15:00,2017-03-03,Vandalism,South Campus Commons,2017,3,2017-03
59,2016-03-05 23:00:00,2017-03-03,Vandalism,Chestertown Hall,2017,3,2017-03
60,2016-03-06 01:00:00,2017-03-03,Vandalism,Elkton Hall,2017,3,2017-03
61,2016-03-06 02:00:00,2017-03-03,Vandalism,Denton Hall,2017,3,2017-03
62,2016-03-06 11:30:00,2017-03-03,Injured/Sick Person,Elkton Hall,2017,3,2017-03
63,2016-03-06 23:36:00,2017-03-03,Noise Violation,South Campus Commons,2017,3,2017-03
64,2016-03-09 22:12:00,2017-03-03,Vandalism,Wicomico Hall,2017,3,2017-03
65,2016-03-11 20:00:00,2017-03-03,Theft,Easton Hall,2017,3,2017-03
67,2016-03-22 03:40:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
68,2016-03-24 02:36:00,2017-03-03,Injured/Sick Person,South Campus Commons,2017,3,2017-03
69,2016-03-25 13:08:00,2017-03-03,Alcohol Violation,7300 Blk Rhode Island Ave,2017,3,2017-03
70,2016-03-26 00:21:00,2017-03-03,Injured/Sick Person,8600 Blk 35th Ave,2017,3,2017-03
71,2016-03-26 22:30:00,2017-03-03,Injured/Sick Person,Centreville Hall,2017,3,2017-03
72,2016-03-27 02:15:00,2017-03-03,Noise Violation,Elkton Hall,2017,3,2017-03
73,2016-03-28 22:30:00,2017-03-03,Noise Violation,Queen Anne's Hall,2017,3,2017-03
75,2016-03-31 22:32:00,2017-03-03,Noise Violation,Dorchester Hall,2017,3,2017-03
77,2016-04-02 12:10:00,2017-03-03,Noise Violation,Leonardtown Apts,2017,3,2017-03
78,2016-04-03 04:00:00,2017-03-03,Injured/Sick Person,South Campus Commons,2017,3,2017-03
79,2016-04-06 03:40:00,2017-03-03,Injured/Sick Person,South Campus Commons,2017,3,2017-03
80,2016-04-07 22:00:00,2016-12-20,Harassment,South Campus Commons,2016,12,2016-12
81,2016-04-08 14:00:00,2017-03-03,Theft,Charles Hall,2017,3,2017-03
82,2016-04-09 03:00:00,2017-03-03,Harassment,Unknown,2017,3,2017-03
83,2016-04-09 20:59:00,2017-03-03,Vandalism,4600 Blk College Ave,2017,3,2017-03
84,2016-04-10 01:46:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
85,2016-04-10 22:35:00,2017-03-03,Noise Violation,Caroline Hall,2017,3,2017-03
86,2016-04-13 02:30:00,2017-03-03,Theft,Somerset Hall,2017,3,2017-03
87,2016-04-13 22:30:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
88,2016-04-14 11:54:00,2017-03-03,Assault,Denton Hall,2017,3,2017-03
89,2016-04-15 01:09:00,2017-03-03,Vandalism,Cumberland Hall,2017,3,2017-03
90,2016-04-15 00:00:00,2017-03-03,Vandalism,South Campus Commons,2017,3,2017-03
91,2016-04-16 01:40:00,2017-03-03,Alcohol Violation,Chestertown Hall,2017,3,2017-03
92,2016-04-17 20:00:00,2017-03-03,Injured/Sick Person,Prince Frederick Hall,2017,3,2017-03
94,2016-04-19 22:20:00,2017-03-03,Theft,Ellicott Hall,2017,3,2017-03
96,2016-04-21 22:15:00,2017-03-03,Alcohol Violation,Leonardtown Apts,2017,3,2017-03
97,2016-04-24 22:30:00,2017-03-03,Vandalism,Dorchester Hall,2017,3,2017-03
98,2016-04-26 00:30:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
99,2016-04-26 22:20:00,2017-03-03,Vandalism,Easton Hall,2017,3,2017-03
100,2016-04-26 22:45:00,2017-03-03,Alcohol Violation,Montgomery Hall,2017,3,2017-03
101,2016-04-27 01:14:00,2017-03-03,Injured/Sick Person,Elkton Hall,2017,3,2017-03
102,2016-04-28 15:45:00,2017-03-03,Vandalism,Caroline Hall,2017,3,2017-03
103,2016-04-29 01:35:00,2017-03-03,Vandalism,Cumberland Hall,2017,3,2017-03
104,2016-04-30 22:30:00,2017-03-03,Alcohol Violation,Centreville Hall,2017,3,2017-03
105,2016-05-01 03:35:00,2017-03-03,Noise Violation,Somerset Hall,2017,3,2017-03
106,2016-05-02 23:00:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
107,2016-05-05 01:00:00,2016-12-20,Assault,McKeldin Mall,2016,12,2016-12
108,2016-05-05 03:45:00,2017-03-03,Noise Violation,Dorchester Hall,2017,3,2017-03
109,2016-05-06 00:10:00,2017-03-03,Injured/Sick Person,Prince Frederick Hall,2017,3,2017-03
110,2016-05-06 16:30:00,2017-03-03,Alcohol Violation,South Campus Commons,2017,3,2017-03
111,2016-05-06 22:30:00,2017-03-03,Alcohol Violation,Dorchester Hall,2017,3,2017-03
112,2016-05-07 02:20:00,2017-03-03,Disorderly Conduct,Elkton Hall,2017,3,2017-03
113,2016-05-08 22:10:00,2017-03-03,Alcohol Violation,Somerset Hall,2017,3,2017-03
114,2016-05-09 22:48:00,2017-03-03,Vandalism,Allegany Hall,2017,3,2017-03
115,2016-05-10 19:55:00,2017-03-03,Harassment,Easton Hall,2017,3,2017-03
116,2016-05-13 23:15:00,2017-03-03,Noise Violation,Elkton Hall,2017,3,2017-03
117,2016-05-14 20:04:00,2017-03-03,Injured/Sick Person,Denton Hall,2017,3,2017-03
118,2016-05-14 22:13:00,2017-03-03,Alcohol Violation,Montgomery Hall,2017,3,2017-03
119,2016-05-14 22:20:00,2017-03-03,Vandalism,Somerset Hall,2017,3,2017-03
120,2016-05-15 03:00:00,2017-03-03,Noise Violation,Somerset Hall,2017,3,2017-03
121,2016-05-15 03:40:00,2017-03-03,Injured/Sick Person,Ellicott Hall,2017,3,2017-03
122,2016-05-16 15:00:00,2017-03-03,Vandalism,Somerset Hall,2017,3,2017-03
123,2016-05-23 21:45:00,2017-03-03,Alcohol Violation,South Campus Commons,2017,3,2017-03
124,2016-06-10 19:50:00,2017-03-03,Alcohol Violation,4400 Blk Knox Rd,2017,3,2017-03
126,2016-08-26 00:11:00,2017-03-03,Alcohol Violation,7500 Blk Princeton Ave,2017,3,2017-03
127,2016-09-01 00:00:00,2016-12-15,Alcohol Violation,Denton Hall,2016,12,2016-12
128,2016-09-01 08:00:00,2016-12-15,Noise Complaint,South Campus Commons Buildings,2016,12,2016-12
129,2016-09-01 20:00:00,2016-12-15,Drug Violation,Denton Hall,2016,12,2016-12
130,2016-09-01 22:15:00,2016-12-15,Alcohol Violation,Worcester Hall,2016,12,2016-12
131,2016-09-02 00:00:00,2016-12-15,Drug Violation,Frederick Hall,2016,12,2016-12
132,2016-09-02 00:17:00,2016-12-15,Drug Violation,South Campus Commons Buildings,2016,12,2016-12
133,2016-09-02 00:30:00,2016-12-15,Injured/Sick Person,Ellicott Hall,2016,12,2016-12
134,2016-09-02 01:45:00,2016-12-15,Injured/Sick Person,Ellicott Hall,2016,12,2016-12
135,2016-09-02 02:00:00,2017-03-03,Injured/Sick Person,LaPlata Hall,2017,3,2017-03
136,2016-09-02 02:45:00,2016-12-15,Theft,Harford Hall,2016,12,2016-12
137,2016-09-02 10:00:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
138,2016-09-02 17:00:00,2016-12-15,Noise Complaint,Elkton Hall,2016,12,2016-12
139,2016-09-02 21:45:00,2016-12-15,Theft,Leonardtown Apartments,2016,12,2016-12
140,2016-09-02 22:00:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
141,2016-09-02 23:40:00,2016-12-15,Injured/Sick Person,South Campus Commons Buildings,2016,12,2016-12
142,2016-09-03 00:30:00,2016-12-15,Injured/Sick Person,Frederick Hall,2016,12,2016-12
143,2016-09-03 02:30:00,2016-12-15,Injured/Sick Person,Cumberland Hall,2016,12,2016-12
144,2016-09-03 08:55:00,2016-12-15,Alcohol Violation,4600 Blk Knox Road,2016,12,2016-12
145,2016-09-03 10:00:00,2016-12-15,Noise Complaint,South Campus Commons Buildings,2016,12,2016-12
146,2016-09-03 15:00:00,2016-12-15,Alcohol Violation,Elkton Hall,2016,12,2016-12
147,2016-09-03 21:33:00,2016-12-15,Drug Violation,Denton Hall,2016,12,2016-12
148,2016-09-03 22:15:00,2016-12-15,Vandalism,Easton Hall,2016,12,2016-12
149,2016-09-03 23:00:00,2016-12-15,Alcohol Violation,Leonardtown Apartments,2016,12,2016-12
150,2016-09-03 23:35:00,2016-12-15,Alcohol Violation,Leonardtown Apartments,2016,12,2016-12
151,2016-09-03 00:15:00,2016-12-15,Alcohol Violation,Centreville Hall,2016,12,2016-12
152,2016-09-04 00:00:00,2016-12-15,Sex Offense,Dorchester Hall,2016,12,2016-12
153,2016-09-04 09:00:00,2016-12-15,Vandalism,Prince Frederick Hall,2016,12,2016-12
154,2016-09-04 15:45:00,2016-12-15,Harassment,Easton Hall,2016,12,2016-12
155,2016-09-04 21:45:00,2016-12-15,Vandalism,Easton Hall,2016,12,2016-12
156,2016-09-04 22:08:00,2016-12-15,Noise Complaint,South Campus Commons Buildings,2016,12,2016-12
157,2016-09-05 00:15:00,2016-12-15,Alcohol Violation,Leonardtown Apartments,2016,12,2016-12
158,2016-09-05 01:00:00,2016-12-15,Vandalism,Allegany Hall,2016,12,2016-12
159,2016-09-05 18:15:00,2016-12-15,Alcohol Violation,Elkton Hall,2016,12,2016-12
160,2016-09-05 20:00:00,2016-12-15,Alcohol Violation,LaPlata Hall,2016,12,2016-12
161,2016-09-05 20:30:00,2016-12-15,Noise Complaint,Worcester Hall,2016,12,2016-12
162,2016-09-05 22:30:00,2016-12-15,Drug Violation,Ellicott Hall,2016,12,2016-12
163,2016-09-05 23:00:00,2016-12-15,Alcohol Violation,Ellicott Hall,2016,12,2016-12
164,2016-09-06 00:30:00,2016-12-15,Injured/Sick Person,Dorchester Hall,2016,12,2016-12
165,2016-09-07 19:30:00,2016-12-15,Injured/Sick Person,Denton Hall,2016,12,2016-12
166,2016-09-08 01:30:00,2016-12-15,Alcohol Violation,Easton Hall,2016,12,2016-12
167,2016-09-08 17:51:00,2016-12-15,Drug Violation,South Campus Commons Buildings,2016,12,2016-12
168,2016-09-09 00:20:00,2016-12-15,Drug Violation,Leonardtown Apartments,2016,12,2016-12
169,2016-09-09 01:30:00,2016-12-15,Vandalism,Ellicott Hall,2016,12,2016-12
170,2016-09-09 19:00:00,2016-12-15,Alcohol Violation,South Campus Commons Buildings,2016,12,2016-12
171,2016-09-09 22:30:00,2016-12-15,Alcohol Violation,Cambridge Hall,2016,12,2016-12
172,2016-09-09 23:10:00,2016-12-15,Injured/Sick Person,LaPlata Hall,2016,12,2016-12
173,2016-09-10 00:15:00,2016-12-15,Alcohol Violation,Denton Hall,2016,12,2016-12
174,2016-09-10 01:50:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
175,2016-09-10 02:00:00,2016-12-15,Alcohol Violation,Denton Hall,2016,12,2016-12
176,2016-09-10 16:00:00,2016-12-15,Fire,Queen Anne's Hall,2016,12,2016-12
177,2016-09-10 22:15:00,2016-12-15,Noise Complaint,Easton Hall,2016,12,2016-12
178,2016-09-11 00:45:00,2016-12-15,Noise Complaint,Cumberland Hall,2016,12,2016-12
179,2016-09-11 01:00:00,2016-12-15,Alcohol Violation,LaPlata Hall,2016,12,2016-12
180,2016-09-11 03:00:00,2016-12-15,Noise Complaint,Denton Hall,2016,12,2016-12
181,2016-09-11 14:00:00,2016-12-15,Injured/Sick Person,Cambridge Hall,2016,12,2016-12
182,2016-09-11 21:30:00,2016-12-15,Vandalism,Cumberland Hall,2016,12,2016-12
183,2016-09-12 00:00:00,2016-12-15,Alcohol Violation,Easton Hall,2016,12,2016-12
184,2016-09-12 21:30:00,2016-12-15,Injured/Sick Person,Calvert Hall,2016,12,2016-12
186,2016-09-14 02:45:00,2016-12-15,Harassment,Somerset Hall,2016,12,2016-12
187,2016-09-14 21:18:00,2016-12-15,Fire Alarm,Easton Hall,2016,12,2016-12
188,2016-09-15 22:45:00,2016-12-15,Injured/Sick Person,Cambridge Hall,2016,12,2016-12
189,2016-09-16 00:15:00,2016-12-15,Alcohol Violation,Kent Hall,2016,12,2016-12
190,2016-09-16 01:00:00,2016-12-15,Alcohol Violation,Hagerstown Hall,2016,12,2016-12
191,2016-09-16 03:00:00,2016-12-15,Alcohol Violation,Ellicott Hall,2016,12,2016-12
192,2016-09-16 18:30:00,2016-12-15,Injured/Sick Person,Ellicott Hall,2016,12,2016-12
193,2016-09-16 22:05:00,2016-12-15,Drug Violation,Cumberland Hall,2016,12,2016-12
194,2016-09-17 00:00:00,2016-12-15,Alcohol Violation,Baltimore Hall,2016,12,2016-12
195,2016-09-17 00:30:00,2016-12-15,Noise Complaint,Wicomico Hall,2016,12,2016-12
196,2016-09-17 18:16:00,2016-12-15,Alcohol Violation,4600 Blk College Avenue,2016,12,2016-12
197,2016-09-17 19:30:00,2016-12-15,Drug Violation,Easton Hall,2016,12,2016-12
198,2016-09-17 22:00:00,2016-12-15,Vandalism,Ellicott Hall,2016,12,2016-12
199,2016-09-17 22:30:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
200,2016-09-17 23:30:00,2016-12-15,Noise Complaint,South Campus Commons Buildings,2016,12,2016-12
201,2016-09-18 01:30:00,2016-12-15,Alcohol Violation,Caroline Hall,2016,12,2016-12
202,2016-09-18 19:10:00,2016-12-15,Noise Complaint,Montgomery Hall,2016,12,2016-12
203,2016-09-19 02:20:00,2016-12-15,Injured/Sick Person,Easton Hall,2016,12,2016-12
204,2016-09-20 00:00:00,2016-12-15,Noise Complaint,Frederick Hall,2016,12,2016-12
205,2016-09-20 22:30:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
206,2016-09-21 16:30:00,2016-12-15,Injured/Sick Person,Centreville Hall,2016,12,2016-12
207,2016-09-21 23:00:00,2016-12-15,Injured/Sick Person,Cumberland Hall,2016,12,2016-12
208,2016-09-23 00:30:00,2016-12-15,Noise Complaint,Frederick Hall,2016,12,2016-12
209,2016-09-23 02:45:00,2016-12-15,Alcohol Violation,Cambridge Hall,2016,12,2016-12
210,2016-09-23 22:20:00,2016-12-15,Alcohol Violation,Elkton Hall,2016,12,2016-12
211,2016-09-23 23:15:00,2016-12-15,Noise Complaint,Elkton Hall,2016,12,2016-12
212,2016-09-24 00:00:00,2016-12-15,Alcohol Violation,Leonardtown Apartments,2016,12,2016-12
213,2016-09-24 02:30:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
214,2016-09-24 03:30:00,2016-12-15,Drug Violation,Easton Hall,2016,12,2016-12
215,2016-09-24 22:21:00,2016-12-15,Alcohol Violation,Montgomery Hall,2016,12,2016-12
216,2016-09-24 23:30:00,2016-12-15,Alcohol Violation,Charles Hall,2016,12,2016-12
217,2016-09-25 03:30:00,2016-12-15,Injured/Sick Person,Cambridge Hall,2016,12,2016-12
218,2016-09-25 11:45:00,2016-12-15,Noise Complaint,South Campus Commons Buildings,2016,12,2016-12
219,2016-09-25 20:52:00,2016-12-15,Noise Complaint,Montgomery Hall,2016,12,2016-12
220,2016-09-26 18:30:00,2016-12-15,Drug Violation,Dorchester Hall,2016,12,2016-12
221,2016-09-26 00:00:00,2016-12-15,Injured/Sick Person,St. Mary's Hall,2016,12,2016-12
222,2016-09-27 13:30:00,2016-12-15,Drug Violation,Elkton Hall,2016,12,2016-12
223,2016-09-28 04:30:00,2016-12-15,Injured/Sick Person,South Campus Commons Buildings,2016,12,2016-12
224,2016-09-28 19:00:00,2016-12-15,Vandalism,Frederick Hall,2016,12,2016-12
225,2016-09-28 19:30:00,2016-12-15,Vandalism,South Campus Commons Buildings,2016,12,2016-12
226,2016-09-28 20:30:00,2016-12-15,Hate/Bias Incident,Easton Hall,2016,12,2016-12
227,2016-09-29 20:30:00,2016-12-15,Drug Violation,Leonardtown Apartments,2016,12,2016-12
228,2016-09-30 01:15:00,2016-12-15,Alcohol Violation,Centreville Hall,2016,12,2016-12
229,2016-09-30 16:04:00,2016-12-15,Weapons Violation,Cambridge Hall,2016,12,2016-12
230,2016-09-30 23:15:00,2016-12-15,Alcohol Violation,Leonardtown Apartments,2016,12,2016-12
232,2016-10-12 19:00:00,2016-12-20,Extortion,8100 Blk Baltimore Avenue,2016,12,2016-12
233,2016-10-19 02:00:00,2017-03-03,Assault,4400 Blk Knox Rd,2017,3,2017-03
234,2016-10-22 02:00:00,2016-12-20,Rape,8100 Blk Baltimore Avenue,2016,12,2016-12
235,2016-10-28 14:30:00,2017-03-03,Assault,8400 Blk 48th Ave,2017,3,2017-03
236,2016-11-01 00:30:00,2016-12-20,Sex Offense and Assault,7300 Blk Baltimore Avenue,2016,12,2016-12
237,2016-11-01 02:45:00,2016-12-15,Vandalism,Hagerstown Hall,2016,12,2016-12
238,2016-11-01 23:30:00,2016-12-15,Theft,Elkton Hall,2016,12,2016-12
239,2016-11-02 09:00:00,2016-12-15,Injured/Sick Person,Elkton Hall,2016,12,2016-12
240,2016-11-02 22:45:00,2016-12-15,Drug Violation,Dorchester Hall,2016,12,2016-12
241,2016-11-03 22:30:00,2016-12-15,Noise Violation,Elkton Hall,2016,12,2016-12
242,2016-11-04 16:15:00,2016-12-15,Drug Violation,Easton Hall,2016,12,2016-12
243,2016-11-04 22:07:00,2016-12-15,Noise Violation,Hagerstown Hall,2016,12,2016-12
244,2016-11-05 00:15:00,2016-12-15,Alcohol Violation,Montgomery Hall,2016,12,2016-12
245,2016-11-05 01:15:00,2016-12-15,Assault,Frederick Hall,2016,12,2016-12
246,2016-11-05 11:46:00,2016-12-15,Alcohol Violation,Centreville Hall,2016,12,2016-12
248,2016-11-06 00:05:00,2016-12-15,Alcohol Violation,Bel Air Hall,2016,12,2016-12
249,2016-11-06 02:17:00,2016-12-15,Drug Violation,LaPlata Hall,2016,12,2016-12
250,2016-11-06 02:15:00,2016-12-15,Injured/Sick Person,LaPlata Hall,2016,12,2016-12
251,2016-11-07 09:15:00,2016-12-15,Injured/Sick Person,Somerset Hall,2016,12,2016-12
252,2016-11-08 19:45:00,2016-12-15,Vandalism,Charles Hall,2016,12,2016-12
253,2016-11-08 23:00:00,2016-12-15,Vandalism,Worcester Hall,2016,12,2016-12
254,2016-11-09 10:00:00,2016-12-15,Drug Violation,Caroline Hall,2016,12,2016-12
255,2016-11-09 19:30:00,2016-12-15,Theft,South Campus Commons,2016,12,2016-12
256,2016-11-09 18:30:00,2016-12-15,Hate/Bias Incident,Denton Hall,2016,12,2016-12
257,2016-11-10 21:00:00,2016-12-15,Drug Violation,Leonardtown Apartments,2016,12,2016-12
258,2016-11-11 00:45:00,2016-12-15,Alcohol Violation,Allegany Hall,2016,12,2016-12
259,2016-11-11 03:00:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
260,2016-11-11 10:40:00,2016-12-15,Alcohol Violation,Dorchester Hall,2016,12,2016-12
261,2016-11-11 15:00:00,2016-12-15,Drug Violation,Oakland Hall,2016,12,2016-12
262,2016-11-11 22:10:00,2016-12-15,Alcohol Violation,Queen Anne's Hall,2016,12,2016-12
263,2016-11-11 23:30:00,2016-12-15,Drug Violation,Denton Hall,2016,12,2016-12
264,2016-11-12 01:00:00,2016-12-15,Alcohol Violation,Cumberland Hall,2016,12,2016-12
265,2016-11-12 01:15:00,2016-12-15,Vandalism,LaPlata Hall,2016,12,2016-12
266,2016-11-12 12:58:00,2016-12-15,Alcohol Violation,7400 Blk Yale Avenue,2016,12,2016-12
267,2016-11-12 17:00:00,2016-12-15,Sexual Harassment,Cumberland Hall,2016,12,2016-12
268,2016-11-12 19:15:00,2016-12-15,Vandalism,Chestertown Hall,2016,12,2016-12
269,2016-11-12 22:30:00,2016-12-15,Alcohol Violation,Cambridge Hall,2016,12,2016-12
270,2016-11-13 01:00:00,2016-12-15,Alcohol Violation,Queen Anne's Hall,2016,12,2016-12
271,2016-11-13 03:00:00,2016-12-15,Injured/Sick Person,Centreville Hall,2016,12,2016-12
272,2016-11-13 22:30:00,2016-12-15,Harassment,Cambridge Hall,2016,12,2016-12
273,2016-11-14 22:50:00,2016-12-15,Noise Violation,Elkton Hall,2016,12,2016-12
274,2016-11-14 23:45:00,2016-12-15,Fire Alarm,Wicomico Hall,2016,12,2016-12
275,2016-11-15 23:00:00,2016-12-15,Noise Violation,Prince Frederick Hall,2016,12,2016-12
276,2016-11-16 01:30:00,2016-12-15,Noise Violation,Denton Hall,2016,12,2016-12
277,2016-11-16 22:00:00,2016-12-15,Alcohol Violation,South Campus Commons,2016,12,2016-12
278,2016-11-17 11:00:00,2016-12-15,Theft,Cumberland Hall,2016,12,2016-12
279,2016-11-18 22:25:00,2016-12-15,Alcohol Violation,Worcester Hall,2016,12,2016-12
280,2016-11-18 22:45:00,2016-12-15,Noise Violation,Calvert Hall,2016,12,2016-12
281,2016-11-19 00:30:00,2016-12-15,Drug Violation,Centreville Hall,2016,12,2016-12
282,2016-11-19 14:00:00,2016-12-15,Drug Violation,Elkton Hall,2016,12,2016-12
283,2016-11-19 22:30:00,2016-12-15,Vandalism,Worcester Hall,2016,12,2016-12
284,2016-11-20 00:40:00,2016-12-15,Alcohol Violation,Denton Hall,2016,12,2016-12
285,2016-11-20 02:10:00,2016-12-15,Injured/Sick Person,Hagerstown Hall,2016,12,2016-12
286,2016-11-20 03:00:00,2016-12-15,Vandalism,Easton Hall,2016,12,2016-12
287,2016-11-20 05:30:00,2016-12-15,Vandalism,Wicomico Hall,2016,12,2016-12
288,2016-11-20 16:45:00,2016-12-15,Vandalism,Caroline Hall,2016,12,2016-12
289,2016-11-20 23:00:00,2016-12-15,Drug Violation,Hagerstown Hall,2016,12,2016-12
290,2016-11-21 00:20:00,2016-12-15,Dating Violence,Dorchester Hall,2016,12,2016-12
291,2016-11-21 20:15:00,2016-12-15,Injured/Sick Person,South Campus Commons,2016,12,2016-12
292,2016-11-21 22:30:00,2016-12-15,Drug Violation,Dorchester Hall,2016,12,2016-12
293,2016-11-22 00:10:00,2016-12-15,Noise Violation,Cumberland Hall,2016,12,2016-12
294,2016-11-22 01:15:00,2016-12-15,Noise Violation,Caroline Hall,2016,12,2016-12
295,2016-11-22 19:30:00,2016-12-15,Drug Violation,Ellicott Hall,2016,12,2016-12
